Distribuição dos casos de dengue  autóctones segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DRS;;GVE;;Região de Saúde;Município;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352180 Itaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;352190 Itajobi;0;0;0;0;0;0;0;1;1;0;0;1;1;2;0;2;1;2;1;3;1;1;0;0;1;0;3;0;0;1;1;0;1;2;0;0;1;1;0;4;1;0;3;2;1;2;3;6;5;9;3;2;69
6;Bauru;XV;BAURU;35064;JAU;352200 Itaju;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;352210 Itanhaém;0;0;0;1;1;0;2;0;3;6;12;20;36;61;94;83;46;27;21;38;30;27;32;20;11;5;1;4;0;0;4;2;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;592
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352215 Itaóca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;X;OSASCO;35013;MANANCIAIS;352220 Itapecerica da Serra;0;0;1;1;0;0;0;1;0;0;0;5;1;0;1;2;0;2;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;352230 Itapetininga;1;0;0;0;0;0;0;0;1;1;0;0;4;1;3;9;10;22;13;8;6;6;7;2;0;2;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;105
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352240 Itapeva;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;352250 Itapevi;0;0;0;0;0;0;0;0;0;5;1;0;1;0;6;2;11;10;7;8;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;58
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;352260 Itapira;0;2;0;0;0;0;7;2;2;6;5;1;5;5;1;11;3;9;19;17;11;4;11;5;6;9;2;1;3;4;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;158
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352265 Itapirapuã Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;352270 Itápolis;1;2;0;5;4;2;0;1;3;5;8;11;20;23;31;64;71;127;145;149;115;84;40;29;11;11;27;12;4;4;4;6;0;2;3;1;1;2;0;2;5;2;1;5;0;1;3;2;5;6;6;17;1083
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352280 Itaporanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6;Bauru;XV;BAURU;35064;JAU;352290 Itapuí;0;0;0;0;0;1;4;8;10;28;18;40;46;72;94;81;60;48;78;81;57;34;13;5;1;4;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;786
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;352300 Itapura;2;2;13;7;21;23;22;16;8;7;14;7;5;1;1;2;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;352310 Itaquaquecetuba;0;0;1;1;1;0;1;0;0;0;5;5;3;10;12;16;26;25;27;38;21;16;12;4;9;7;2;1;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;249
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352320 Itararé;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352330 Itariri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;352340 Itatiba;0;1;0;0;0;0;1;2;2;0;5;6;7;4;3;17;11;14;8;10;11;1;1;0;4;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;114
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;352350 Itatinga;0;0;0;0;0;0;0;0;5;7;5;10;14;8;6;11;9;1;6;4;6;2;3;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;352360 Itirapina;0;0;0;0;0;1;1;0;1;0;3;2;4;9;5;9;8;6;6;3;5;3;0;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;77
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;352370 Itirapuã;2;8;10;13;6;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;352380 Itobi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352390 Itu;0;0;0;0;1;3;1;1;1;0;2;7;6;6;3;5;3;6;12;5;4;6;4;0;1;2;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;84
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352400 Itupeva;0;0;0;0;1;3;3;2;1;1;2;8;4;5;7;11;11;8;11;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;93
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;352410 Ituverava;22;46;88;189;218;260;216;150;80;66;81;59;40;19;35;19;14;9;10;6;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1634
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;352420 Jaborandi;0;0;0;0;1;2;1;1;4;4;5;7;13;13;53;25;4;9;9;8;4;2;7;12;9;2;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;352430 Jaboticabal;1;1;4;2;3;3;8;7;3;4;8;12;9;17;29;12;20;30;39;44;35;32;22;56;44;18;10;14;5;5;4;3;2;2;2;2;2;1;5;2;3;3;7;10;8;17;10;6;17;19;4;8;634
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;352440 Jacareí;0;0;0;0;0;3;3;7;3;2;5;8;9;12;19;20;31;23;41;47;35;11;12;7;11;16;4;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;336
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352450 Jaci;11;12;8;15;22;24;10;5;3;5;2;6;3;3;5;4;6;2;13;6;2;5;4;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352460 Jacupiranga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;352470 Jaguariúna;0;0;1;0;1;0;2;1;2;4;5;3;6;3;6;11;7;6;8;7;28;20;15;9;8;8;9;0;0;1;1;0;0;0;0;0;0;3;2;1;2;0;0;1;0;0;0;0;0;0;0;0;181
15;São José do Rio Preto;XXX;JALES;35153;JALES;352480 Jales;2;5;9;4;17;30;24;27;27;43;55;103;128;159;194;141;193;162;186;194;131;110;118;90;63;65;32;28;16;11;10;5;3;3;5;1;3;3;1;1;0;1;2;2;2;5;4;3;6;4;1;5;2437
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;352490 Jambeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;352500 Jandira;0;1;0;0;0;1;0;0;0;1;1;2;0;0;1;2;4;6;2;5;4;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;352510 Jardinópolis;0;0;0;1;1;2;7;2;7;5;6;13;5;11;15;14;16;6;9;12;14;14;9;3;1;0;5;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;184
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352520 Jarinu;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;1;1;0;2;3;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
6;Bauru;XV;BAURU;35064;JAU;352530 Jaú;0;1;3;3;14;37;64;79;40;66;100;137;167;151;148;118;145;74;104;115;75;53;41;41;33;17;7;6;6;2;3;0;0;0;1;0;1;1;2;0;0;1;1;2;2;2;1;3;2;0;7;0;1876
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;352540 Jeriquara;0;1;0;0;2;5;13;3;3;3;6;5;1;4;1;5;12;9;6;5;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;352550 Joanópolis;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;352560 João Ramalho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352570 José Bonifácio;1;6;17;13;40;50;66;64;39;25;30;53;54;44;46;58;77;92;51;62;45;20;15;9;10;6;0;6;2;2;3;2;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1015
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352580 Júlio Mesquita;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;4;0;2;4;4;2;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352585 Jumirim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352590 Jundiaí;4;5;10;5;7;13;31;51;43;52;70;129;168;191;264;257;260;256;277;213;167;100;57;33;13;17;11;10;4;2;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;2731
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;352600 Junqueirópolis;0;0;0;0;1;2;0;2;3;1;2;0;7;3;4;2;6;3;3;9;3;1;7;1;6;3;2;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;77
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352610 Juquiá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
1;São Paulo;X;OSASCO;35013;MANANCIAIS;352620 Juquitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;352630 Lagoinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;352640 Laranjal Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;3;4;3;1;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;352650 Lavínia;1;3;1;6;2;5;8;6;1;2;11;4;10;13;5;7;0;3;1;2;2;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;352660 Lavrinhas;0;0;0;0;3;0;1;1;2;5;8;5;6;11;13;8;11;12;19;5;7;6;9;6;1;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145
10;Piracicaba;XX;PIRACICABA;35101;ARARAS;352670 Leme;0;0;3;3;13;19;43;66;86;117;117;188;272;277;321;348;211;143;122;120;119;79;43;34;22;14;23;8;2;1;1;6;2;2;1;0;2;0;2;1;1;3;2;3;0;1;2;1;2;1;1;0;2848
6;Bauru;XV;BAURU;35062;BAURU;352680 Lençóis Paulista;0;0;0;0;0;2;2;5;11;23;18;28;18;19;22;18;14;6;8;9;8;6;5;5;0;1;3;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235
10;Piracicaba;XX;PIRACICABA;35102;LIMEIRA;352690 Limeira;1;0;4;1;3;16;9;22;16;18;31;50;63;98;83;94;81;112;98;105;84;53;37;33;23;22;11;7;3;0;1;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;0;5;4;5;7;7;1215
7;Campinas;XVII;CAMPINAS;35074;CIRCUITO DAS AGUAS;352700 Lindóia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bauru;XV;BAURU;35065;LINS;352710 Lins;3;2;2;0;11;12;16;25;15;26;33;32;52;81;99;152;239;278;401;385;320;209;157;86;53;55;21;10;5;7;3;0;0;2;0;0;0;0;0;1;0;1;0;0;2;1;1;0;0;1;1;1;2801
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;352720 Lorena;0;0;0;1;0;0;0;2;4;7;10;5;14;9;10;11;16;44;41;49;42;47;49;21;13;10;2;5;2;1;5;6;5;0;0;1;0;1;1;0;1;0;4;2;1;2;4;7;7;3;5;12;482
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;352725 Lourdes;0;0;0;0;0;0;0;0;0;4;3;5;3;2;2;3;2;1;6;2;4;2;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;46
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352730 Louveira;0;1;0;2;0;2;2;0;0;2;2;7;4;8;5;13;11;12;11;7;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;352740 Lucélia;0;0;0;0;1;1;0;1;1;3;1;2;1;5;3;10;30;17;36;31;43;29;19;15;21;20;10;11;7;18;14;8;5;6;2;1;2;3;1;0;4;0;5;3;6;12;4;13;22;19;13;31;510
6;Bauru;XV;BAURU;35062;BAURU;352750 Lucianópolis;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;352760 Luís Antônio;0;0;2;0;1;0;0;1;2;0;0;2;3;2;3;1;10;7;9;10;5;2;3;1;0;0;2;2;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;79
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;352770 Luiziânia;0;0;0;0;0;0;0;0;0;0;0;3;1;0;8;2;2;1;7;4;2;2;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;40
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352780 Lupércio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
9;Marília;XIII;ASSIS;35092;ASSIS;352790 Lutécia;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
6;Bauru;XV;BAURU;35062;BAURU;352800 Macatuba;0;0;0;0;0;2;1;1;0;0;0;0;1;0;2;0;4;4;6;10;4;0;3;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;352810 Macaubal;21;13;34;57;51;12;36;27;25;9;8;4;4;6;8;9;2;7;5;9;3;1;1;4;2;0;1;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;370
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;352820 Macedônia;0;0;0;0;0;0;1;0;2;1;6;3;1;1;3;8;21;14;8;10;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;352830 Magda;0;0;0;0;0;0;0;1;1;3;1;1;2;6;3;1;10;7;5;6;5;7;0;10;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352840 Mairinque;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;352850 Mairiporã;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352860 Manduri;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;352870 Marabá Paulista;0;0;0;0;0;0;1;2;2;0;2;6;2;2;1;3;12;11;8;14;10;19;17;9;18;12;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160
9;Marília;XIII;ASSIS;35092;ASSIS;352880 Maracaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;5;2;2;3;6;3;4;2;2;2;3;2;0;1;3;0;1;3;0;0;0;1;0;0;0;0;1;0;3;1;4;3;62
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;352885 Marapoama;0;0;0;0;0;1;3;2;1;0;3;0;0;2;3;2;5;3;2;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;352890 Mariápolis;0;0;0;0;0;2;0;1;0;0;0;0;0;1;2;3;1;6;7;8;8;7;15;14;12;1;3;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;100
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352900 Marília;0;0;4;10;6;19;24;21;25;21;46;71;81;116;150;210;204;215;306;305;259;172;181;103;98;79;43;24;20;28;19;14;11;10;1;1;4;4;0;1;4;2;0;4;3;0;2;5;10;6;9;7;2958
15;São José do Rio Preto;XXX;JALES;35153;JALES;352910 Marinópolis;0;0;0;0;0;0;0;0;0;2;5;6;6;10;3;2;3;4;3;5;2;2;3;3;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;67
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;352920 Martinópolis;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;4;3;5;8;7;3;4;3;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;5;4;6;8;19;20;16;17;141
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;352930 Matão;5;1;11;10;17;28;57;55;45;69;42;44;100;97;64;42;54;66;123;128;79;35;42;13;5;5;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1245
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;352940 Mauá;0;0;0;0;2;0;2;4;4;1;6;11;13;34;36;42;29;23;44;40;19;14;7;10;21;13;5;4;3;6;1;0;1;0;1;0;0;2;3;3;1;1;1;5;2;1;2;3;1;3;0;0;424
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352950 Mendonça;1;2;2;0;4;6;11;13;22;22;17;20;22;21;24;26;33;32;42;26;18;6;13;9;3;6;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;406
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;352960 Meridiano;0;3;0;1;0;2;0;0;5;3;2;0;1;3;2;5;6;19;14;15;4;4;3;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103
15;São José do Rio Preto;XXX;JALES;35153;JALES;352965 Mesópolis;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;352970 Miguelópolis;0;0;0;3;2;2;2;0;0;1;2;0;0;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
6;Bauru;XV;BAURU;35064;JAU;352980 Mineiros do Tietê;0;0;0;0;0;0;0;4;1;8;3;12;9;4;7;15;17;18;29;20;19;13;17;9;4;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;216
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352990 Miracatu;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;9;6;4;3;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353000 Mira Estrela;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;3;1;5;10;5;6;3;0;9;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;50
