Distribuição dos casos de dengue  autóctones segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DRS;;GVE;;Região de Saúde;Município;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;355370 Taquaritinga;1;0;7;10;14;22;24;35;51;63;74;122;163;295;338;374;361;381;423;400;312;231;98;75;47;32;30;10;16;3;5;8;5;3;1;1;0;1;1;0;0;1;1;1;0;2;0;0;0;0;3;4;4049
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;355380 Taquarituba;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;4;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;355385 Taquarivaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;355390 Tarabaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
9;Marília;XIII;ASSIS;35092;ASSIS;355395 Tarumã;0;0;0;0;0;0;0;1;0;0;1;3;4;10;35;19;16;19;13;3;7;2;0;3;3;3;2;4;1;6;3;2;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;0;0;0;0;166
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;355400 Tatuí;0;0;0;1;0;0;0;2;1;0;1;2;0;0;1;3;2;3;0;4;1;0;4;5;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;37
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;355410 Taubaté;0;0;1;1;0;2;3;1;1;1;2;5;5;3;8;5;7;16;6;12;15;11;8;6;8;2;8;9;4;1;4;2;2;1;2;2;2;1;1;3;4;2;4;2;0;1;2;0;5;3;4;9;207
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;355420 Tejupá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;355430 Teodoro Sampaio;1;0;0;0;0;0;0;0;2;6;6;2;2;5;10;6;13;9;4;7;8;6;5;8;4;2;2;1;1;0;1;0;0;0;0;0;0;0;0;1;3;1;3;0;0;0;1;0;0;0;0;0;120
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355440 Terra Roxa;7;3;5;13;15;24;35;13;9;19;7;1;2;1;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;355450 Tietê;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
9;Marília;XIII;ASSIS;35094;OURINHOS;355460 Timburi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;355465 Torre de Pedra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bauru;XV;BAURU;35064;JAU;355470 Torrinha;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;4;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;355475 Trabiju;0;0;0;0;1;1;2;1;3;3;3;8;3;3;0;6;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;5;0;1;6;3;2;0;0;58
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;355480 Tremembé;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;1;0;1;0;1;0;2;3;0;4;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;355490 Três Fronteiras;0;0;0;0;0;0;1;0;1;3;4;8;10;1;11;13;4;5;0;3;1;9;3;5;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;355495 Tuiuti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Marília;XIX;MARÍLIA;35095;TUPÃ;355500 Tupã;0;0;5;11;9;21;11;23;33;37;83;155;210;342;520;551;673;732;719;651;404;310;304;145;120;88;33;32;10;9;5;8;2;2;5;2;3;4;1;1;2;3;5;3;1;1;0;0;0;4;2;0;6295
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;355510 Tupi Paulista;6;4;11;14;17;17;17;17;13;17;23;13;5;12;14;14;6;18;11;12;8;1;1;2;2;3;2;1;4;8;3;3;0;1;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;306
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;355520 Turiúba;0;0;0;0;0;1;1;0;0;0;0;4;3;7;5;17;9;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;355530 Turmalina;0;0;2;0;0;0;1;0;0;0;1;0;3;8;5;9;10;1;2;2;2;0;0;2;2;3;0;0;5;3;2;0;0;0;1;0;1;1;1;0;3;5;1;4;5;1;3;2;3;2;1;0;97
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;355535 Ubarana;0;3;1;12;11;22;29;27;27;23;17;21;25;21;23;41;9;17;23;18;10;10;13;1;0;0;0;1;0;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;414
17;Taubaté;XXVIII;CARAGUATATUBA;35173;LITORAL NORTE;355540 Ubatuba;0;0;0;1;0;2;6;12;9;9;18;18;19;25;47;66;34;61;126;216;118;93;83;77;88;55;69;33;39;26;28;22;8;2;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1414
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;355550 Ubirajara;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;355560 Uchoa;24;24;28;34;37;57;63;56;29;8;16;10;12;19;13;5;6;7;16;11;8;5;6;6;7;3;0;0;2;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;521
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;355570 União Paulista;2;5;22;10;17;18;6;5;5;6;3;4;3;1;0;4;3;3;2;3;6;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134
15;São José do Rio Preto;XXX;JALES;35153;JALES;355580 Urânia;1;1;0;1;0;2;1;4;2;5;9;5;4;12;2;8;27;48;60;49;38;36;18;31;30;22;12;8;0;1;0;0;1;1;1;0;0;1;1;3;1;0;0;3;0;1;2;2;5;6;6;13;484
6;Bauru;XV;BAURU;35065;LINS;355590 Uru;0;0;0;0;0;0;0;0;0;1;0;1;4;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;355600 Urupês;0;0;0;0;0;0;0;0;1;1;1;3;4;4;1;2;2;3;3;4;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;42
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;355610 Valentim Gentil;1;1;1;7;4;5;4;1;4;5;13;15;17;11;1;1;13;19;11;7;1;3;3;0;2;2;0;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;164
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;355620 Valinhos;1;0;0;2;0;1;0;2;2;5;3;1;6;10;20;16;16;23;30;22;15;9;13;15;8;3;4;0;2;0;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;235
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;355630 Valparaíso;0;0;0;0;0;3;1;0;2;6;1;3;2;10;6;11;6;15;15;15;15;11;17;7;20;11;16;9;6;3;2;1;0;0;2;0;2;0;8;0;1;3;5;1;3;2;1;4;1;4;2;5;258
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;355635 Vargem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;355640 Vargem Grande do Sul;0;0;0;0;0;1;4;9;11;5;12;7;18;21;34;34;46;15;43;46;37;23;33;7;8;4;2;2;3;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;431
1;São Paulo;X;OSASCO;35013;MANANCIAIS;355645 Vargem Grande Paulista;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;355650 Várzea Paulista;0;0;1;0;0;0;1;0;4;10;22;30;53;44;59;60;74;92;72;38;46;18;19;9;4;3;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;664
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;355660 Vera Cruz;0;0;1;0;0;0;0;0;0;0;1;0;4;8;11;10;15;7;14;9;6;5;5;1;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;355670 Vinhedo;0;0;0;0;0;0;1;1;3;1;2;4;9;9;13;4;13;11;12;7;6;2;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355680 Viradouro;0;0;0;0;0;1;1;1;2;0;3;9;8;21;31;41;21;33;38;29;26;3;13;2;9;4;3;6;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355690 Vista Alegre do Alto;0;0;0;0;0;0;0;0;0;0;0;2;0;2;12;2;7;14;33;38;24;12;0;10;9;10;5;4;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190
15;São José do Rio Preto;XXX;JALES;35153;JALES;355695 Vitória Brasil;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;3;1;3;3;2;2;2;1;1;2;1;38
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;355700 Votorantim;0;0;1;0;0;2;2;1;4;4;12;9;17;17;13;11;12;12;6;5;7;8;3;0;3;4;2;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;355710 Votuporanga;4;4;7;11;18;39;24;36;57;36;52;90;96;133;163;246;269;292;320;420;373;320;363;324;287;231;166;125;83;110;93;64;63;66;58;39;45;40;37;35;38;37;46;30;61;76;77;90;115;119;155;192;6275
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;355715 Zacarias;0;0;0;0;0;0;1;3;2;1;2;2;2;5;2;3;5;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
9;Marília;XIII;ASSIS;35094;OURINHOS;355720 Chavantes;0;0;0;0;0;0;0;0;0;1;2;7;4;9;10;14;7;20;22;18;20;11;6;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;355730 Estiva Gerbi;0;0;0;0;0;1;4;3;4;6;5;7;8;5;11;6;4;6;11;11;10;6;4;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116
;;;;;;TOTAL ESP;2.173;2.853;4.244;6.211;7.845;10.126;11.098;11.593;10.805;11.416;13.971;16.216;18.850;21.451;24.627;25.052;26.577;26.431;28.614;27.606;21.047;14.634;11.444;8.654;6.807;5.623;3.221;2.173;1.494;1.286;1.017;755;592;482;372;318;372;389;346;370;418;394;456;560;661;708;844;1.049;1.296;1.402;1.472;1.879; 400.294 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados informados pelas Secretarias Municipais de Saúde no Sistema de Informação - SINAN ,08.06.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
*SE (Semana Epidemiológica),  dados SE 01 até SE 52 de 2019 (30/12/2018 até 28/12/2019);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
